	cdate	content	ddate	forum	id	invitation	nonreaders	number	original	readers	replyto	signatures	tcdate	tddate	tmdate	writers
570	1548344081244	{'title': 'review ', 'review': '-summary\nThis paper addresses the problem of model scaling and efficiency in coreference resolution. Commonly used models represent mentions as sparse feature vectors which are iteratively agglomerated to form clusters of mentions. The feature vector of a cluster is a function of all the mentions in the cluster which causes them to become more dense over time and computationally expensive to operate over. To address this, the authors investigate hashing schemes to expedite similarity calculation. Importantly, they propose a homomorphic hash function that is able to update the representation of a cluster online as new mentions are added or removed. \n\n\n-pros\n — a homomorphic simhash that can speed up similarity calculations while maintaining performance\n — experiments  show that the hashing schema is able to perform within 1 F1 point of the exact similarity model. \n — good coverage of related work and explanation of methods\n\n-cons\n— only tested on a single dataset\n— the lines in Fig 2 are not the clearest presentation of the speed accuracy tradeoff due to the large differences in scales and the fact that the maximum accuracies are never reached for some lines. Maybe a table or another presentation of these results could help.\n', 'rating': '7: Good paper, accept', 'confidence': '3: The reviewer is fairly confident that the evaluation is correct'}		H1gwRx5T6Q	HyetGj8PQN	AKBC.ws/2019/Conference/-/Paper10/Official_Review	['AKBC.ws/2019/Conference/Paper10/Reviewers/Unsubmitted']	3		['everyone']	H1gwRx5T6Q	['AKBC.ws/2019/Conference/Paper10/AnonReviewer4']	1548344081244		1548344081244	['AKBC.ws/2019/Conference/Paper10/AnonReviewer4', 'AKBC.ws/2019/Conference']
571	1538087853286	"{'title': 'Learning deep representations by mutual information estimation and maximization', 'abstract': ""This work investigates unsupervised learning of representations by maximizing mutual information between an input and the output of a deep neural network encoder. Importantly, we show that structure matters: incorporating knowledge about locality in the input into the objective can significantly improve a representation's suitability for downstream tasks. We further control characteristics of the representation by matching to a prior distribution adversarially. Our method, which we call Deep InfoMax (DIM), outperforms a number of popular unsupervised learning methods and compares favorably with fully-supervised learning on several classification tasks in with some standard architectures. DIM opens new avenues for unsupervised learning of representations and is an important step towards flexible formulations of representation learning objectives for specific end-goals."", 'keywords': ['representation learning', 'unsupervised learning', 'deep learning'], 'authorids': ['devon.hjelm@microsoft.com', 'eidos92@gmail.com', 'samuel.lavoie-marchildon@umontreal.ca', 'karang@cs.toronto.edu', 'phil.bachman@gmail.com', 'adam.trischler@microsoft.com', 'yoshua.umontreal@gmail.com'], 'authors': ['R Devon Hjelm', 'Alex Fedorov', 'Samuel Lavoie-Marchildon', 'Karan Grewal', 'Phil Bachman', 'Adam Trischler', 'Yoshua Bengio'], 'TL;DR': 'We learn deep representation by maximizing mutual information, leveraging structure in the objective, and are able to compute with fully supervised classifiers with comparable architectures', 'pdf': '/pdf/7faa55257b95f1d42e93b97a62404631fb0cf897.pdf', 'paperhash': 'hjelm|learning_deep_representations_by_mutual_information_estimation_and_maximization', '_bibtex': '@inproceedings{\nhjelm2018learning,\ntitle={Learning deep representations by mutual information estimation and maximization},\nauthor={R Devon Hjelm and Alex Fedorov and Samuel Lavoie-Marchildon and Karan Grewal and Phil Bachman and Adam Trischler and Yoshua Bengio},\nbooktitle={International Conference on Learning Representations},\nyear={2019},\nurl={https://openreview.net/forum?id=Bklr3j0cKX},\n}'}"		Bklr3j0cKX	Bklr3j0cKX	ICLR.cc/2019/Conference/-/Blind_Submission	[]	709	BkeC4T8qKQ	['everyone']		['ICLR.cc/2019/Conference']	1538087853286		1548342931182	['ICLR.cc/2019/Conference']
572	1548337940756	{'title': 'Thank you for your comment', 'comment': 'Thank you for your feedback and reproduce!\n\nI implemented my code via tensorflow. In my code, I set the elements which are lower than a given threshold to zero, which is stated in the paper. Also, the datasets are divided as GCN (https://github.com/tkipf/gcn). I will organize and release my code in Github as soon as possible, and update the link of Github here.'}		H1ewdiR5tQ	B1lazXHDXV	ICLR.cc/2019/Conference/-/Paper363/Official_Comment	['ICLR.cc/2019/Conference/Paper363/Reviewers/Unsubmitted']	27		['everyone']	ryxZNpEDQV	['ICLR.cc/2019/Conference/Paper363/Authors']	1548337940756		1548337940756	['ICLR.cc/2019/Conference/Paper363/Authors', 'ICLR.cc/2019/Conference']
573	1548336424771	{'comment': 'I attempted to reproduce the results. The accuracy scores are lower than reported, even with a larger training set. What was your exact approach to defining/creating a wavelet filter?\n\nhttps://github.com/benedekrozemberczki/GraphWaveletNeuralNetwork', 'title': 'Attempt to reproduce results.'}		H1ewdiR5tQ	ryxZNpEDQV	ICLR.cc/2019/Conference/-/Paper363/Public_Comment	[]	6		['everyone']	H1ewdiR5tQ	['~Benedek_Rozemberczki1']	1548336424771		1548336424771	['~Benedek_Rozemberczki1', 'ICLR.cc/2019/Conference']
574	1548335425881	{'title': '더킹카지노 https://www.wac3636.com/thekingo', 'comment': 'https://www.wac3636.com/thekingo/ 더킹카지노/'}		BkjLkSqxg	Syl9SYEvX4	ICLR.cc/2017/conference/-/paper230/public/comment	['']	30		['everyone']	HJ2xSZXbg	['~FFFF_DDSS1']	1548335425881		1548335425881	['~FFFF_DDSS1']
575	1548335386896	{'title': '퍼스트카지노 https://www.wac3636.com/firstcasino11', 'comment': 'https://www.wac3636.com/firstcasino11/ 퍼스트카지노/'}		BkjLkSqxg	SJl7QFEvm4	ICLR.cc/2017/conference/-/paper230/public/comment	['']	29		['everyone']	HJ2xSZXbg	['~FFFF_DDSS1']	1548335386896		1548335386896	['~FFFF_DDSS1']
576	1548335364137	{'title': '예스카지노 https://www.wac3636.com/yescasino11', 'comment': 'https://www.wac3636.com/yescasino11/ 예스카지노/'}		BkjLkSqxg	B1lh-tEwQN	ICLR.cc/2017/conference/-/paper230/public/comment	['']	28		['everyone']	HJ2xSZXbg	['~FFFF_DDSS1']	1548335364137		1548335364137	['~FFFF_DDSS1']
577	1548335338457	{'title': '온라인카지노 https://www.wac3636.com', 'comment': 'Depending on what kind of experience you’re interested in, some games are better to play than others. Do you actually want to use skill to try to win some money? Or do you want to lounge around and sip on free cocktails? Do you want to feel the weight of casino chips in your hands? Or would you rather look at a machine showing off flashy effects and sounds?\n\n\n\n\n\nhttps://www.wac3636.com/-카지노사이트/\nhttps://www.ffaa7.com/-강친닷컴/\nhttps://www.xn--o79ak1s1tdy0owni.kr/-바카라게임/\nhttps://www.txt7777.com/-온라인카지노/\nhttps://www.css29.com/-블랙잭사이트/\n'}		BkjLkSqxg	S1xGeFNDQN	ICLR.cc/2017/conference/-/paper230/public/comment	['']	27		['everyone']	HJ2xSZXbg	['~FFFF_DDSS1']	1548335338457		1548335338457	['~FFFF_DDSS1']
578	1548335285414	{'title': '카지노사이트https://www.wac3636.com', 'comment': 'The first thing I did on my 21st birthday was go play a few hands of blackjack, and I’ve been playing ever since. I’m no high roller, but I know my way around a casino. If you’re not sure where to begin, let me help.\n\n\n\n\n\nhttps://www.wac3636.com/ 카지노사이트/\nhttps://www.wac3636.com/yescasino11/ 예스카지노/\nhttps://www.wac3636.com/firstcasino11/ 퍼스트카지노/\nhttps://www.wac3636.com/thekingo/ 더킹카지노/\nhttps://www.wac3636.com/suv/ 바카라사이트/\nhttps://www.wac3636.com/fire/ 온라인카지노/\nhttps://www.wac3636.com/yxt/ 룰렛사이트/\nhttps://www.wac3636.com/bigmoney/ 블랙잭사이트/\nhttps://www.wac3636.com/mcasino777/ 엠카지노/'}		BkjLkSqxg	rkg6h_NvQ4	ICLR.cc/2017/conference/-/paper230/public/comment	[]	26		['everyone']	HJ2xSZXbg	['~FFFF_DDSS1']	1548335285414		1548335314980	['~FFFF_DDSS1']
579	1548332320789	"{'title': 'Reviews are important ', 'comment': ""The reviewers raised important points.\nDetailed equations were discussed and improved our understanding of the paper.\nPlease read the below discussions that are public.\n\nI'm not saying this should get a best paper award. I'm not saying this should be an oral.\n\nBut in my opinion, despite its flaws, and having worked and thought about this field for over a decade, it is my opinion that this paper could be more important than many others.\nIt may present a puzzle piece to solve one of the major issues of AI. Connecting neural and logical/set reasoning will be impactful and may help with common sense reasoning.\n\nIt is not the most perfect piece of research but outlines an interesting direction and I think will be beneficial to be discussed at the conference.\n\nEspecially to also draw attention to the so far barely cited papers that are being discussed in these reviews. \nThese good papers too will be lifted and get more exposure.\n\nI can tell you that everybody here was listened to. Nobody was ignored. \nI believe it is a sign of quality that ACs do not simply use a threshold to make accept/reject decisions but try their best to think about impact.\n\nWe do not want to be the kind of field or conference that hold back impactful ideas and directions because they have issues.\n\nI do encourage all parties to stay professional and friendly. Even when  anonymous. \n""}"		rJlWOj0qF7	SklYX6QPXV	ICLR.cc/2019/Conference/-/Paper331/Official_Comment	['ICLR.cc/2019/Conference/Paper331/Reviewers/Unsubmitted']	20		['everyone']	SJed-iWDXN	['ICLR.cc/2019/Conference/Paper331/Area_Chair1']	1548332320789		1548332320789	['ICLR.cc/2019/Conference/Paper331/Area_Chair1', 'ICLR.cc/2019/Conference']
580	1548329889696	{'title': 'Comparison with state-of-the-art results', 'comment': 'We thank the reviewer for the comments.\n\nThe paper, in addition to evaluation of number of model variations, provides a comprehensive evaluation of comparing the proposed model against state-of-the-art results on both datasets. The comparison of results for Quirk and Poon Dataset is provided in Table 4 with the explanation provided in Section 4.4.6. Similarly, the comparison of results for Chemcial-induced dataset is provided in Table 5 and the explanation is provided in Section 4.4.6. As explained in Section 4.4.6, the proposed model clearly outperforms the state-of-the-art results on both datasets.\n\nFurther, since this research specifically considers n-ary relation extraction, these two datasets were considered which involves binary and ternary relation instances. This is the reason we do not perform evaluation on standard intra-sentence relation extraction datasets such as Semeval 2010 Task 8 dataset. Further, this is inline with previous work (Peng et al., 2016) who do not consider evaluation on Semeval 2010 Task 8 relation extraction dataset.'}		Sye0lZqp6Q	Hyg9iQXvmN	AKBC.ws/2019/Conference/-/Paper25/Official_Comment	['AKBC.ws/2019/Conference/Paper25/Reviewers/Unsubmitted']	1		['everyone']	ByxYGXmVME	['AKBC.ws/2019/Conference/Paper25/Authors']	1548329889696		1548329928252	['AKBC.ws/2019/Conference/Paper25/Authors', 'AKBC.ws/2019/Conference']
581	1548323584431	"{'comment': 'Three reviewers took an effort to provide feedback. Some reviewers were more elaborate than others but the authors didn\'t provide a direct response to any of the reviewers (as far as we can see publicly), except regarding the anonymization issues (starting off with ""thanks for the detailed comments, though not acceptable.""). \nNone of the content-related comments of reviewers seem to have been addressed by the authors publicly. \nInstead, one week after the reviews, the authors claim that all three reviewers neglected the main point of the paper, in a top-level comment.\n\nOnly one reviewer raised the anonymity issues on the linked resources. Whether or not knowledge of author identity would bias reviewers seems less of a point than the fact that it violates submission rules, which others do have to obey. Another issue of the same reviewer is similarity to previous work, which was not discussed until after the acceptance decision. Other issues about evaluation and comparison to previous work sound valid but have not been further addressed by the authors.\n\nThe acceptance decision would\'ve been understandable if the authors at least tried to convince the reviewers by addressing the issues they have about their content (which didn\'t happen as far as we can see publicly), and if the final review scores weren\'t at low as 4, 4, 3.\nFrom how it looks publicly, it seems the reviewers\' efforts were simply ignored.\n\nThat being said, the time the reviewers used to review this work could\'ve been used for novel research instead. And maybe this gets so much attention elsewhere because people are genuinely surprised that this actually happened at such a top venue as ICLR.', 'title': 'Re: More details'}"		rJlWOj0qF7	SJed-iWDXN	ICLR.cc/2019/Conference/-/Paper331/Public_Comment	[]	9		['everyone']	SJxDmT9LX4	['(anonymous)']	1548323584431		1548323837577	['(anonymous)', 'ICLR.cc/2019/Conference']
582	1548310197673	"{'title': 'Thank you for the feedback', 'comment': 'We thank the reviewer for the thoughtful reading and comments.\n\n> 1. What percentage of the facts in JKB are from web-crawled data? \n\nThe facts from Web-crawled data are about 0.02% of all facts in the JKB.\nWe got only Website facts from Web-crawled data, and 4.6% of websites in the JKB come from Web-crawled data.\n\n> 2. In figure 5, it makes sense that the number of extracted information will decrease when the threshold increases, but why is the ""~1.0"" bar taller than ""~0.9"", actually almost similar to ""~0.5""? \n\nThe number of extracted information in ""~0.5"" threshold in Figure 5 means the number of extracted information whose confidence score is in the range ""(0.4, 0.5]"".\nThe confidence score, which is calculated from two confidence scores with  ⊕ operator defined in Section 4.2, tends to be higher than 0.9 in our setting of α=0.1.\nThe following figure shows the merged score between two confidence scores as a heatmap; https://www.dropbox.com/s/95dxlydk4vp0vwk/\nIf either of the two scores is higher than 0.9, the merged score is also higher than 0.9.\nTherefore, the number of extracted information included in the ""(0.9, 1.0]"" range is larger than that in ""(0.8, 0.9]"" range.\n\nNote that we wanted to calculate the probabilistic that the same extracted facts from two different paths are correct such as P(bothOfPathsAreCorrect | extractedFactsAreTheSame).\nWe derivate the fomula in Section 4.2 from P(bothOfPathsAreCorrect | extractedFactsAreTheSame) by using Bayes\' theorem.\n\n> 3.""Entity Linker links between two entities where they do not connect each other in spite of their intercorrelations."" \nRegarding the name ""entity linker"", it is a bit different from the standard definition of entity linking, which usually means linking a mention in the text to an entity in the KB. (See also the Wikipedia page for Entity Linking)\n\nWe agree that the name ""EntityLinker"" causes misleading expressions.\nThus, we have changed ""EntityLinker"" to ""EntityConnecter.""\n\n> 4.""We solve the first problem by comparing our ontology with the range type of the predicate and second problem by narrowing down the target to accelerate and reduce the number of incorrect interlinks."" \nI didn\'t quite get how ""narrowing down the target to accelerate and reduce the number of incorrect interlinks"" is done. Are there any details about this? \n\n""narrowing down targets"" means that converting the object only when the entity whose pair of the object-type and the object-name is uniquely defined in the JKB.\nWe have added the explanation.\n\n> 5.""confirmed that only 0.0004% of entities changed their ids. We also observed that more than 94% of the entities did not change their ids, as shown in Figure 6"" \nThe description here is a bit confusing because (0.0004% + 94%) < 100%. I guess you are trying to say that ""0.0004%"" changed within a week and only ""94%"" changed within the whole experiment period (16 months)? \n\nYes, 0.0004% of entities changed within a week and about 6% (100% - 94%) of entities changed for 17 months.\nAdditionaly, we have fixed Figure 6 the beginning of the graph to 100%.\n\n> 6.""The Attribute Completer partially addresses a well-known challenge; knowledge base completion [Socher et al., 2013]."" Complementing attributes using symmetric properties and extracting information from URL seems to be different from the normal knowledge base completion, which, as far as I understand, tries to infer missing triples from the existing triples in the KB. \n\nA knowledge base completion tries to find Triples whose subjects, predicates, and objects are contained in the KB, but the Triplets do not exist in the KB.\n(Refer to ""Definition 1"" in [2018 AAAI] Open-World Knowledge Graph Completion)\nhttps://www.aaai.org/ocs/index.php/AAAI/AAAI18/paper/download/16055/15901\nTherefore, we address the knowledge base completion problem by reasoning missing inversed Triples.\n\nWe show the detail below.\nLet a KB be G =(E, R, T), where E, R, and T are the entity set, relationship set, and Triple set respectively.\nWe define inverseOf complementing as follows:\ngiven Triple sets {＜s,p,o＞|s∈E, p∈R, o∈E, <s,p,o>∈T},\nan ""inverseOf"" relation complements {＜o,p_i,s＞|s∈E, p_i∈R, o∈E, <s,p,o>∉T}, where p_i is the inversed property of p.\n\n> typos\n\nWe have fixed all the typos as suggested in the revised version.\n'}"		SJxfV-q6Tm	rygA3IA8XE	AKBC.ws/2019/Conference/-/Paper44/Official_Comment	['AKBC.ws/2019/Conference/Paper44/Reviewers/Unsubmitted']	3		['everyone']	HJls07eUfV	['AKBC.ws/2019/Conference/Paper44/Authors']	1548310197673		1548316905628	['AKBC.ws/2019/Conference/Paper44/Authors', 'AKBC.ws/2019/Conference']
583	1538087746560	{'title': 'Dynamic Sparse Graph for Efficient Deep Learning', 'abstract': 'We propose to execute deep neural networks (DNNs) with dynamic and sparse graph (DSG) structure for compressive memory and accelerative execution during both training and inference. The great success of DNNs motivates the pursuing of lightweight models for the deployment onto embedded devices. However, most of the previous studies optimize for inference while neglect training or even complicate it. Training is far more intractable, since (i) the neurons dominate the memory cost rather than the weights in inference; (ii) the dynamic activation makes previous sparse acceleration via one-off optimization on fixed weight invalid; (iii) batch normalization (BN) is critical for maintaining accuracy while its activation reorganization damages the sparsity. To address these issues, DSG activates only a small amount of neurons with high selectivity at each iteration via a dimensionreduction search and obtains the BN compatibility via a double-mask selection. Experiments show significant memory saving (1.7-4.5x) and operation reduction (2.3-4.4x) with little accuracy loss on various benchmarks.', 'keywords': ['Sparsity', 'compression', 'training', 'acceleration'], 'authorids': ['liu_liu@ucsb.edu', 'leideng@ucsb.edu', 'huxing@ece.ucsb.edu', 'maohuazhu@ucsb.edu', 'liguoqi@mail.tsinghua.edu.cn', 'yufeiding@cs.ucsb.edu', 'yuanxie@ucsb.edu'], 'authors': ['Liu Liu', 'Lei Deng', 'Xing Hu', 'Maohua Zhu', 'Guoqi Li', 'Yufei Ding', 'Yuan Xie'], 'TL;DR': 'We construct dynamic sparse graph via dimension-reduction search to reduce compute and memory cost in both DNN training and inference.', 'pdf': '/pdf/08d1bc6386b7bc30bc01d298f53d36f0f7fc000e.pdf', 'paperhash': 'liu|dynamic_sparse_graph_for_efficient_deep_learning', '_bibtex': '@inproceedings{\nliu2018dynamic,\ntitle={Dynamic Sparse Graph for Efficient Deep Learning},\nauthor={Liu Liu and Lei Deng and Xing Hu and Maohua Zhu and Guoqi Li and Yufei Ding and Yuan Xie},\nbooktitle={International Conference on Learning Representations},\nyear={2019},\nurl={https://openreview.net/forum?id=H1goBoR9F7},\n}'}		H1goBoR9F7	H1goBoR9F7	ICLR.cc/2019/Conference/-/Blind_Submission	[]	114	SyxU3JiKKQ	['everyone']		['ICLR.cc/2019/Conference']	1538087746560		1548314823045	['ICLR.cc/2019/Conference']
584	1548310054577	{'title': 'Thank you for the feedback', 'comment': 'We thank the reviewer for your valuable feedback!\n\n> That the system is limited in this respect is also reflected in the manual construction of the type mappings.\n\nSince our objective is to construct KB with high precision, we combine automatic and manual validation methods.\nFor the construction of type mappings, candidate mappings are automatically collected by traversing the type hierarchy of LOD, and we judge the correctness of these mappings by checking sampled data.\nThus, we consider that this semi-automatic construction procedure is not limited to a small class of entity types.\nWe have added the detailed explanation of these semi-automatical construction methods in Section 3.4 (Attribute Converter).\n\n> There are numerous small grammar and usage errors\n> It might be advisable to chose an illustrative example that does not require the inclusion of illustrations of partially naked (cartoon) humans.\n\nThank you for your essential comments, we revised some grammatical errors and the illustration.'}		SJxfV-q6Tm	BklyVUALQV	AKBC.ws/2019/Conference/-/Paper44/Official_Comment	['AKBC.ws/2019/Conference/Paper44/Reviewers/Unsubmitted']	2		['everyone']	B1gy4BgNfN	['AKBC.ws/2019/Conference/Paper44/Authors']	1548310054577		1548310072662	['AKBC.ws/2019/Conference/Paper44/Authors', 'AKBC.ws/2019/Conference']
585	1542459692914	{'title': 'Fine-grained Entity Recognition with Reduced False Negatives and Large Type Coverage', 'authors': ['Anonymous'], 'authorids': ['AKBC.ws/2019/Conference/Paper45/Authors'], 'keywords': ['Named Entity Recognition', 'Wikipedia', 'Freebase', 'Fine-grained Entity Recognition', 'Fine-grained Entity Typing', 'Automatic Dataset construction'], 'TL;DR': 'We initiate a push towards building ER systems to recognize thousands of types by providing a method to automatically construct suitable datasets based on the type hierarchy. ', 'abstract': 'Fine-grained Entity Recognition (FgER) is the task of detecting and classifying entity mentions to a large set of types spanning diverse domains such as biomedical, finance and sports.   We  observe  that  when  the  type  set  spans  several  domains,  detection  of  entity mention becomes a limitation for supervised learning models.  The primary reason being lack  of  dataset  where  entity  boundaries  are  properly  annotated  while  covering  a  large spectrum of entity types.  Our work directly addresses this issue.  We propose Heuristics Allied with Distant Supervision (HAnDS) framework to automatically construct a quality dataset suitable for the FgER task.  HAnDS framework exploits the high interlink among Wikipedia  and  Freebase  in  a  pipelined  manner,  reducing  annotation  errors  introduced by naively using distant supervision approach.  Using HAnDS framework,  we create two datasets, one suitable for building FgER systems recognizing up to 118 entity types based on the FIGER type hierarchy and another for up to 1115 entity types based on the TypeNet hierarchy.  Our extensive empirical experimentation warrants the quality of the generated datasets.  Along with this, we also provide a manually annotated dataset for benchmarking FgER systems.', 'pdf': '/pdf/3b5b4ad9b5a4aba533260cbe4884615e9aab8d6a.pdf', 'archival status': 'Archival', 'subject areas': ['Natural Language Processing', 'Information Extraction'], 'paperhash': 'anonymous|finegrained_entity_recognition_with_reduced_false_negatives_and_large_type_coverage', '_bibtex': '@inproceedings{    \nanonymous2019fine-grained,    \ntitle={Fine-grained Entity Recognition with Reduced False Negatives and Large Type Coverage},    \nauthor={Anonymous},    \nbooktitle={Submitted to Automated Knowledge Base Construction},    \nyear={2019},    \nurl={https://openreview.net/forum?id=HylHE-9p6m},    \nnote={under review}    \n}'}		HylHE-9p6m	HylHE-9p6m	AKBC.ws/2019/Conference/-/Blind_Submission	[]	45	BygnR6VaaQ	['everyone']		['AKBC.ws/2019/Conference']	1542459692914		1548308781320	['AKBC.ws/2019/Conference']
586	1548307278881	"{'title': 'Re: Clarification on SCONE', 'comment': 'Hi!\n\nYes, we are following their settings in both training and testing.\n\nFrom the paper description, they are testing on final world state without access to intermediate answers. But during training, they have access to the intermediate answers. For example, in (Suhr and Artzi), they wrote ""During training, we create an example for each instruction."" in Section 2, Learning.'}"		ByftGnR9KX	BJgw8oT8QV	ICLR.cc/2019/Conference/-/Paper1287/Official_Comment	['ICLR.cc/2019/Conference/Paper1287/Reviewers/Unsubmitted']	7		['everyone']	S1gsA8yrmV	['ICLR.cc/2019/Conference/Paper1287/Authors']	1548307278881		1548307278881	['ICLR.cc/2019/Conference/Paper1287/Authors', 'ICLR.cc/2019/Conference']
587	1538087951481	"{'title': 'Learning what you can do before doing anything', 'abstract': ""Intelligent agents can learn to represent the action spaces of other agents simply by observing them act. Such representations help agents quickly learn to predict the effects of their own actions on the environment and to plan complex action sequences. Current deep learning methods can learn to predict and plan from actions, but only when given abundant, action-labeled data. In this work, we address the problem of learning an agent’s action space purely from visual observation. We use stochastic video prediction to learn a latent variable that captures the scene's dynamics while being minimally sensitive to the scene's static content. Standard techniques lead to reasonable predictions but fail to capture the structure of the action space, as they do not disentangle actions from static scene content. We introduce a loss term that encourages the network to capture the composability of visual sequences and show that it leads to representations that disentangle the structure of actions. We show the applicability of our method to synthetic settings and its potential to capture action spaces in complex, realistic visual settings. When used in a semi-supervised setting, our learned representations perform comparably to existing fully supervised methods on tasks such as action-conditioned video prediction and visual servoing, while requiring orders of magnitude fewer action labels."", 'keywords': ['unsupervised learning', 'vision', 'motion', 'action space', 'video prediction', 'variational models'], 'authorids': ['oleh@seas.upenn.edu', 'pertsch@usc.edu', 'kosta@ryerson.ca', 'kostas@seas.upenn.edu', 'ajaegle@upenn.edu'], 'authors': ['Oleh Rybkin', 'Karl Pertsch', 'Konstantinos G. Derpanis', 'Kostas Daniilidis', 'Andrew Jaegle'], 'TL;DR': ""We learn a representation of an agent's action space from pure visual observations. We use a recurrent latent variable approach with a novel compositionality loss."", 'pdf': '/pdf/4c9b34e592ce5a5b2afe71a43a81ba185d22d6c5.pdf', 'paperhash': 'rybkin|learning_what_you_can_do_before_doing_anything', '_bibtex': '@inproceedings{\nrybkin2018learning,\ntitle={Learning what you can do before doing anything},\nauthor={Oleh Rybkin and Karl Pertsch and Andrew Jaegle and Konstantinos G. Derpanis and Kostas Daniilidis},\nbooktitle={International Conference on Learning Representations},\nyear={2019},\nurl={https://openreview.net/forum?id=SylPMnR9Ym},\n}'}"		SylPMnR9Ym	SylPMnR9Ym	ICLR.cc/2019/Conference/-/Blind_Submission	[]	1276	Byl9P2wpu7	['everyone']		['ICLR.cc/2019/Conference']	1538087951481		1548303513091	['ICLR.cc/2019/Conference']
588	1548295454687	"{'title': 'More details', 'comment': ""I feel like my comments already said everything needed.\nBut here's more.\n\nThe work is very important and has potential to bridge the gap between neural and logical reasoning methods. In my eyes that could have major impact on the field. I see my job as area chair not in just defining a cutoff based on scores. I've worked in neural nlp for a while and happen to disagree with the reviewers here. \nIt's the only paper in my batch for which I came to this conclusion.\nI do believe the content matters more than the formalities.\n\nMost reject reasons here are not even about the actual content and method of the paper. \n\nAll related work has been or will be added to a later paper version so having missed it in prior submission is now irrelevant. That's what this process is for.\nIf the authors still did not cite relevant work it would be bad.\n\nSearching for a title of a paper on Google is much easier than clicking through github repos and the reverse name github thing is only obvious in retrospect. So it's not relevant in my opinion.\n\nSince people speculate on Twitter:\nI have never heard of the authors and don't know any of them personally.\n\nI understand that people get upset if their papers get rejected or related work is not cited often or well enough. I've had many papers rejected in the past too. I've also seen papers related to my papers that didn't cite me properly. It happens. Most of the time it's an honest mistake that is easily fixable.\n\nThat being said I'm surprised people spend so much time and energy trying to reject a paper...\nI hope we could spend this energy on novel research instead.""}"		rJlWOj0qF7	SJxDmT9LX4	ICLR.cc/2019/Conference/-/Paper331/Official_Comment	['ICLR.cc/2019/Conference/Paper331/Reviewers/Unsubmitted']	19		['everyone']	Bke2NJEUmV	['ICLR.cc/2019/Conference/Paper331/Area_Chair1']	1548295454687		1548295454687	['ICLR.cc/2019/Conference/Paper331/Area_Chair1', 'ICLR.cc/2019/Conference']
589	1538087802358	{'title': 'Learning Recurrent Binary/Ternary Weights', 'abstract': 'Recurrent neural networks (RNNs) have shown excellent performance in processing sequence data. However, they are both complex and memory intensive due to their recursive nature. These limitations make RNNs difficult to embed on mobile devices requiring real-time processes with limited hardware resources. To address the above issues, we introduce a method that can learn binary and ternary weights during the training phase to facilitate hardware implementations of RNNs. As a result, using this approach replaces all multiply-accumulate operations by simple accumulations, bringing significant benefits to custom hardware in terms of silicon area and power consumption. On the software side, we evaluate the performance (in terms of accuracy) of our method using long short-term memories (LSTMs) and gated recurrent units (GRUs) on various sequential models including sequence classification and language modeling. We demonstrate that our method achieves competitive results on the aforementioned tasks while using binary/ternary weights during the runtime. On the hardware side, we present custom hardware for accelerating the recurrent computations of LSTMs with binary/ternary weights. Ultimately, we show that LSTMs with binary/ternary weights can achieve up to 12x memory saving and 10x inference speedup compared to the full-precision hardware implementation design.', 'keywords': ['Quantized Recurrent Neural Network', 'Hardware Implementation', 'Deep Learning'], 'authorids': ['arash.ardakani@mail.mcgill.ca', 'zhengyun.ji@mail.mcgill.ca', 'sean.smithson@mail.mcgill.ca', 'brett.meyer@mcgill.ca', 'warren.gross@mcgill.ca'], 'authors': ['Arash Ardakani', 'Zhengyun Ji', 'Sean C. Smithson', 'Brett H. Meyer', 'Warren J. Gross'], 'TL;DR': 'We propose high-performance LSTMs with binary/ternary weights, that can greatly reduce implementation complexity', 'pdf': '/pdf/20ed3f83c3c07d994e560f50e97fedbc65182702.pdf', 'paperhash': 'ardakani|learning_recurrent_binaryternary_weights', '_bibtex': '@inproceedings{\nardakani2018learning,\ntitle={Learning Recurrent Binary/Ternary Weights},\nauthor={Arash Ardakani and Zhengyun Ji and Sean C. Smithson and Brett H. Meyer and Warren J. Gross},\nbooktitle={International Conference on Learning Representations},\nyear={2019},\nurl={https://openreview.net/forum?id=HkNGYjR9FX},\n}'}		HkNGYjR9FX	HkNGYjR9FX	ICLR.cc/2019/Conference/-/Blind_Submission	[]	427	S1erhnqcKQ	['everyone']		['ICLR.cc/2019/Conference']	1538087802358		1548291875275	['ICLR.cc/2019/Conference']
