,A,B,label
6444,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,from which it is easy to see that f is inf-compact,0
6445,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,1
6446,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,"We address this problemthrough the principled lens of distributionally robust optimization, which guar-antees performance under adversarial input perturbations",0
6447,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,1
6448,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,1
6449,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,"for t = 1, ",0
6450,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,"Furthermore, to√create a wide margin separating the classes, we remove data with (cid:107)X(cid:107)2 ∈ (2)",0
6451,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,"Replacing our current covering num-ber arguments with more intricate notions such as margin-based bounds (Bartlett et al., 2017) wouldextend the scope and usefulness of our theoretical guarantees",0
6452,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,1
6453,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,K,0
6454,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,Thestatistical error term n(t) is omitted from the certiﬁcate,0
6455,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,1
6456,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,"AS, HN, and JD were partially supported bythe SAIL-Toyota Center for AI Research",0
6457,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,"Let φγ(θ; z0) =supz∈Z {(cid:96)(θ; z) − γc(z, z0)} be the robust surrogate (2b)",0
6458,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,1
6459,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,1
6460,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,"Top row: PGM attacks, middle row: FGM attacks,bottom row: IFGM attacks",0
6461,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,"We now give a concrete variant of Theorem 3 for Lipschitz functions.When Θ is ﬁnite-dimensional (Θ ⊂ Rd), Theorem 3 provides a robustness guarantee scaling linearlywith d despite the inﬁnite-dimensional Wasserstein penalty",0
6462,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,1
6463,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,The distinctions in performance between various methodsare less apparent now,0
6464,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,1
6465,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,"Veness, M",0
6466,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,"The vertical bar in (b), (d), and (f) indicates the perturbation level that was used for",0
6467,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,"As the bound (11) with η = γ suggests, even when the adversary hasmore budget than that used for training (1/γ < 1/γadv), degradation in performance is still smooth.Further, as we decrease the penalty γ, the amount of achieved robustness—measured here by testerror on adversarial perturbations with γadv—has diminishing gains; this is again consistent withour theory which says that the inner problem (2b) is not efﬁciently computable for small γ.",0
6468,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,"a deterministicalgorithm can decide in polynomial time whether u ∈ U), and (iii) (cid:96) can be evaluated in polynomialtime",0
6469,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,"The following proposition shows that we can compute the proximal step zt+1 efﬁciently, simply bysorting the vector |zt+ 12 − z0| in decreasingorder",0
6470,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,1
6471,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,1
6472,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,1
6473,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,1
6474,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,1
6475,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,"By suitably modifying the cost function c(z, z(cid:48))to take value ∞ outside this small region, our general formulation covers such variants.",0
6476,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,1
6477,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,1
6478,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,", Tadv, where Π denotes projection onto B,p(xi) := {x : (cid:107)x − xi(cid:107)p ≤ }.The adversarial training literature (e.g",0
6479,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,1
6480,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,1
6481,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,1
6482,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,1
6483,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,"In supervised learning settings, it is often natural—for example, in classiﬁcation—to only consideradversarial perturbations to the feature vectors (covariates)",0
6484,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,"Thus, weonly compare with an agent trained on the nominal MDP",0
6485,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,"For each x0 ∈ X , cx(·, x0) is1-strongly convex with respect to the norm (cid:107)·(cid:107).Let (cid:107)·(cid:107)∗ be the dual norm to (cid:107)·(cid:107); we again abuse notation by using the same norm (cid:107)·(cid:107) on Θ and X ,though the speciﬁc norm is clear from context.Assumption D",0
6486,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,"Substituting the this into the progress guarantee (27), we haveF (θt+1) ≤ F (θt) − αt",0
6487,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,1
6488,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,"In the former case, since the update (22)simply modiﬁes the state-action transitions (independent of Q), standard results on convergence fortabular Q-learning (e.g",0
6489,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,1
6490,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,1
6491,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,The distinctions in performance between various methodsare less apparent now,0
6492,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,adv for (cid:107) · (cid:107)2-IFGM attack(f) Test error vs,0
6493,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,It isthus important to distinguish the methods’ abilities to combat attacks,0
6494,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,1
6495,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,1
6496,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,We hypothesize that a potential side-effect of robustness is that adversarial perturbations encourage better exploration of the environment.,0
6497,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,"We consider an adversary that can only perturb the feature vector X (Goodfellow et al.,2015), which can be easily represented in our robust formulation (2) by deﬁning the cost functionc : Z × Z → R+ ∪ {∞} as follows: for z = (x, y) and z(cid:48) = (x(cid:48), y(cid:48)), recall the covariate shift costfunction (8)where cx : X × X → R+ is the transportation cost for the feature vector X",0
6498,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,1
6499,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,00.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-110000.050.10.150.20.2510-210-110000.050.10.150.210-210-1100Published as a conference paper at ICLR 2018,1
6500,"Top row: PGM attacks, middle row: FGM attacks,bottom row: IFGM attacks",from which it is easy to see that f is inf-compact,0
6501,"Left column: Euclidean-norm attacks, right column: ∞-norm attacks","Our starting point is a duality result for the minimax problem (1)and its Lagrangian relaxation for Wasserstein-based uncertainty sets, which makes the connectionsbetween distributional robustness and the “lazy” surrogate (2b) clear",0
6502,"Left column: Euclidean-norm attacks, right column: ∞-norm attacks",with the convention that 0 · ∞ = 0,0
6503,We illustrate test misclassiﬁcationerror vs,Wasserstein robustness and duality Wasserstein distances deﬁne a notion of closeness betweendistributions,0
6504,"Left column: Euclidean-norm attacks, right column: ∞-norm attacks",G,0
6505,the adversarial perturbation level adv,"Due to the nonstationary, policy-dependent radius for the Wassersteinball, an analogous  for the fast-gradient method (or other variants) is not well-deﬁned",0
6506,Attacks on the MNIST dataset with larger (training and test) adversarial budgets,"Due to the nonstationary, policy-dependent radius for the Wassersteinball, an analogous  for the fast-gradient method (or other variants) is not well-deﬁned",0
6507,"Left column: Euclidean-norm attacks, right column: ∞-norm attacks",(f) Test error vs,1
6508,The,(f) Test error vs,1
6509,the adversarial perturbation level adv,(f) Test error vs,1
6510,The,The proof of the following resultis nearly identical to that of Lemma 1; we state the full result for completeness.Lemma 5,0
6511,adv for (cid:107) · (cid:107)2-IFGM attackFigure 12,(f) Test error vs,1
6512,The,(f) Test error vs,1
6513,adv for (cid:107) · (cid:107)2-IFGM attackFigure 12,(f) Test error vs,1
6514,"Wecompare standard WRM with ∞-norm PGM, FGM, IFGM models",The choice of P in the robust objective (1) affectsboth the richness of the uncertainty set we wish to consider as well as the tractability of the result-ing optimization problem,0
6515,We illustrate test misclassiﬁcationerror vs,Roy,0
6516,"Wecompare standard WRM with ∞-norm PGM, FGM, IFGM models",(f) Test error vs,1
6517,We illustrate test misclassiﬁcationerror vs,"The vertical bar in (a), (c), and (e) indicates the estimated",0
6518,"Left column: Euclidean-norm attacks, right column: ∞-norm attacks",(f) Test error vs,1
6519,adv for (cid:107) · (cid:107)∞-IFGM attack(e) Test error vs,"Recalling Rockafellar & Wets (1998, Def",0
6520,The,(f) Test error vs,1
6521,The,"Fidjeland, G",0
6522,"Top row: PGM attacks, middle row: FGM attacks,bottom row: IFGM attacks","(2017) observe that theseprocedures attempt to optimize the objective EP0[sup(cid:107)u(cid:107)p≤ (cid:96)(θ; Z + u)], a constrained version ofthe penalty problem (2)",0
6523,the adversarial perturbation level adv,(f) Test error vs,1
6524,"Left column: Euclidean-norm attacks, right column: ∞-norm attacks","Top row: FGM attacks, bottom row: IFGM attacks",0
6525,adv for (cid:107) · (cid:107)2-IFGM attackFigure 12,(f) Test error vs,1
6526,adv for (cid:107) · (cid:107)2-IFGM attackFigure 12,(f) Test error vs,1
6527,We illustrate test misclassiﬁcationerror vs,(f) Test error vs,1
6528,Attacks on the MNIST dataset with larger (training and test) adversarial budgets,(f) Test error vs,1
6529,Attacks on the MNIST dataset with larger (training and test) adversarial budgets,(f) Test error vs,1
6530,"Top row: PGM attacks, middle row: FGM attacks,bottom row: IFGM attacks","McDaniel, X",0
6531,adv for (cid:107) · (cid:107)2-IFGM attackFigure 12,(f) Test error vs,1
6532,adv for (cid:107) · (cid:107)2-IFGM attackFigure 12,"9–10)), we have",0
6533,"Top row: PGM attacks, middle row: FGM attacks,bottom row: IFGM attacks","In particular, given a collection of test examples, we may interrogate possible losses under perturbations for the test examples by noting that,Z test",0
6534,The,"These ﬁndings verify that WRM is a practical alternative overexisting heuristics for the moderate levels of robustness where our guarantees hold.A.5.2 COMPARISON WITH (cid:107)·(cid:107)∞-WRMOur computational guarantees given in Theorem 2 does not hold anymore when we consider ∞-norm adversaries:c((x, y), (x0, y0)) = (cid:107)x − x0(cid:107)2∞ + ∞ · 1{y (cid:54)= y0} .",0
6535,adv for (cid:107) · (cid:107)∞-IFGM attack(e) Test error vs,(f) Test error vs,1
6536,the adversarial perturbation level adv,"(2015)) usually considers (cid:107)·(cid:107)∞-norm at-tacks, which allow imperceptible perturbations to all input features",0
6537,the adversarial perturbation level adv,(f) Test error vs,1
6538,Attacks on the MNIST dataset with larger (training and test) adversarial budgets,"Certainly (cid:107)·(cid:107)∞-attack and defensemodels have been fruitful in building a foundation for security research in deep learning, but movingbeyond them may be necessary for more advances in the large-perturbation regime.",0
6539,the adversarial perturbation level adv,See Section C.4 for its proof,0
6540,the adversarial perturbation level adv,"Applying Lemma 3 to ¯f and noting that S(θ) isunique by strong convexity of f (θ,·), we have that ¯f is directionally differentiable with ∇ ¯f (θ) =gθ(θ, z(cid:63)(θ))",0
6541,"Left column: Euclidean-norm attacks, right column: ∞-norm attacks",We see that our certiﬁcate provides aperformance guarantee for out-of-sample worst-case performance.We now compare adversarial training techniques,0
6542,The,The following is an analogue ofTheorem 2 for the cost function (8).Theorem 6 (Convergence of Nonconvex SGD),0
6543,(f) Test error vs,(f) Test error vs,1
6544,adv for (cid:107) · (cid:107)∞-IFGM attack(e) Test error vs,"4.1 VISUALIZING THE BENEFITS OF CERTIFIED ROBUSTNESSiid∼ N(02, I2) withFor our ﬁrst experiment, we generate synthetic data Z = (X, Y ) ∼ P0 by Xilabels Yi = sign((cid:107)x(cid:107)2 − √2), where X ∈ R2 and I2 is the identity matrix in R2",0
6545,the adversarial perturbation level adv,"In Appendix A.5, we further compareWRM—which is trained to defend against (cid:107)·(cid:107)2-adversaries—with other heuristics trained to defendagainst (cid:107)·(cid:107)∞-adversaries",0
6546,adv for (cid:107) · (cid:107)∞-IFGM attack(e) Test error vs,(f) Test error vs,1
6547,Attacks on the MNIST dataset with larger (training and test) adversarial budgets,"Another consequence of Theorem 4 is that (cid:98)ρn(θWRM) in the
certiﬁcate (12) is positive as long as the loss (cid:96) is not completely invariant to data",0
6548,"Left column: Euclidean-norm attacks, right column: ∞-norm attacks",(f) Test error vs,1
6549,Attacks on the MNIST dataset with larger (training and test) adversarial budgets,"Furthermore, to√create a wide margin separating the classes, we remove data with (cid:107)X(cid:107)2 ∈ (2)",0
6550,The,(f) Test error vs,1
6551,"Wecompare standard WRM with ∞-norm PGM, FGM, IFGM models","Let f, c be such that for any γ ≥ 0, the function g(x, z) = γc(x, z)− f (x) is a normalintegrand",0
6552,We illustrate test misclassiﬁcationerror vs,"Then ¯f is differentiable, andletting x(cid:63)(θ) = argmaxx∈X f (θ, x), we have ∇ ¯f (θ) = gθ(θ, x(cid:63)(θ))",0
6553,"Top row: PGM attacks, middle row: FGM attacks,bottom row: IFGM attacks","Top row: PGM attacks, middle row: FGM attacks,bottom row: IFGM attacks",0
6554,"Wecompare standard WRM with ∞-norm PGM, FGM, IFGM models",(f) Test error vs,1
6555,The,(f) Test error vs,1
6556,The,"2 PROPOSED APPROACHOur approach is based on the following simple insight: assume that the function z (cid:55)→ (cid:96)(θ; z) issmooth, meaning there is some L for which ∇z(cid:96)(θ;·) is L-Lipschitz",0
